sqno,strd_yr,stdmt,date,stty_infcd_tpcd,diss_nm,diag_nm,whol_ptnt_cnt,frgn_ptnt_cnt,adm_ptnt_cnt,frgn_ptnt_rate,adm_ptnt_rate
6791,2023,2,2023년 02월 01일,2,결핵,신장의 결핵(N29.1*),1,1,0,100.0,0.0
6796,2023,2,2023년 02월 01일,2,결핵,척추의 결핵(M49.0*),1,1,0,100.0,0.0
6786,2023,2,2023년 02월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 결핵성 흉막염,1,1,0,100.0,0.0
15553,2023,2,2023년 02월 01일,2,결핵,세균학적 및 조직학적으로 확인된 공동이 없거나 상세불명의 결핵성 흉막염,1,1,0,100.0,0.0
6789,2023,2,2023년 02월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 상세불명의 호흡기결핵,1,1,0,100.0,0.0
6857,2023,3,2023년 03월 01일,2,결핵,"장, 복막 및 장간막 림프절의 결핵",1,1,0,100.0,0.0
14778,2023,3,2023년 03월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 일차호흡기결핵,1,1,0,100.0,0.0
6851,2023,3,2023년 03월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 결핵성 흉막염,1,1,0,100.0,0.0
6850,2023,3,2023년 03월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 결핵성 흉막염,1,1,0,100.0,0.0
16591,2023,3,2023년 03월 01일,2,결핵,눈의 결핵,1,1,0,100.0,0.0
15862,2023,3,2023년 03월 01일,2,결핵,결핵성 장염(K93.0*),1,1,0,100.0,0.0
6844,2023,3,2023년 03월 01일,2,결핵,방광의 결핵(N33.0*),1,1,0,100.0,0.0
6846,2023,3,2023년 03월 01일,2,결핵,비뇨생식계통의 상세불명 결핵,1,1,0,100.0,0.0
6903,2023,4,2023년 04월 01일,2,결핵,피부 및 피하조직의 결핵,1,1,0,100.0,0.0
6901,2023,4,2023년 04월 01일,2,결핵,신장의 결핵(N29.1*),1,1,0,100.0,0.0
15293,2023,4,2023년 04월 01일,2,결핵,척추의 결핵(M49.0*),1,1,0,100.0,0.0
6896,2023,4,2023년 04월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 결핵성 흉막염,1,1,0,100.0,0.0
14989,2023,5,2023년 05월 01일,2,결핵,"세균학적 및 조직학적으로 확인된 공동이 없거나 상세불명의 후두, 기관 및 기관지의 결핵",1,1,0,100.0,0.0
6941,2023,5,2023년 05월 01일,2,결핵,피부 및 피하조직의 결핵,1,1,0,100.0,0.0
6926,2023,5,2023년 05월 01일,2,결핵,기타 부위의 결핵,1,1,0,100.0,0.0
6922,2023,5,2023년 05월 01일,2,결핵,결핵성 말초림프절병증,1,1,0,100.0,0.0
6975,2023,6,2023년 06월 01일,2,결핵,상세불명의 좁쌀결핵,1,1,0,100.0,0.0
6976,2023,6,2023년 06월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 결핵성 흉막염,1,1,0,100.0,0.0
6981,2023,6,2023년 06월 01일,2,결핵,피부 및 피하조직의 결핵,1,1,0,100.0,0.0
15794,2023,7,2023년 07월 01일,2,결핵,다약제내성 결핵,1,1,0,100.0,0.0
15325,2023,7,2023년 07월 01일,2,결핵,상세불명의 좁쌀결핵,1,1,0,100.0,0.0
16305,2023,7,2023년 07월 01일,2,결핵,결핵성 말초림프절병증,1,1,0,100.0,0.0
7005,2023,7,2023년 07월 01일,2,결핵,눈의 결핵,1,1,0,100.0,0.0
15398,2023,8,2023년 08월 01일,2,결핵,상세불명의 좁쌀결핵,1,1,0,100.0,0.0
15031,2023,8,2023년 08월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 결핵성 흉막염,1,1,0,100.0,0.0
15069,2023,8,2023년 08월 01일,2,결핵,눈의 결핵,1,1,0,100.0,0.0
16605,2023,9,2023년 09월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 기타 호흡기결핵,1,1,0,100.0,0.0
14876,2023,9,2023년 09월 01일,2,결핵,신장의 결핵(N29.1*),1,1,0,100.0,0.0
16150,2023,9,2023년 09월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 결핵성 흉막염,1,1,0,100.0,0.0
15467,2023,10,2023년 10월 01일,2,결핵,"세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 후두, 기관 및 기관지 결핵",1,1,0,100.0,0.0
15827,2023,10,2023년 10월 01일,2,결핵,세균학적 및 조직학적으로 확인된 공동이 없거나 상세불명의 기타 호흡기결핵,1,1,0,100.0,0.0
16074,2023,10,2023년 10월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 결핵성 흉막염,1,1,0,100.0,0.0
15169,2023,10,2023년 10월 01일,2,결핵,상세불명의 좁쌀결핵,1,1,0,100.0,0.0
15599,2023,11,2023년 11월 01일,2,결핵,"세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 후두, 기관 및 기관지 결핵",1,1,0,100.0,0.0
15047,2023,11,2023년 11월 01일,2,결핵,척추의 결핵(M49.0*),1,1,0,100.0,0.0
15885,2023,12,2023년 12월 01일,2,결핵,신장의 결핵(N29.1*),1,1,0,100.0,0.0
16291,2023,12,2023년 12월 01일,2,결핵,"세균학적 및 조직학적으로 확인된 공동이 없거나 상세불명의 후두, 기관 및 기관지의 결핵",1,1,0,100.0,0.0
14798,2023,12,2023년 12월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 호흡기결핵,1,1,0,100.0,0.0
15441,2024,1,2024년 01월 01일,2,결핵,신장의 결핵(N29.1*),1,1,0,100.0,0.0
16509,2024,1,2024년 01월 01일,2,결핵,세균학적 및 조직학적으로 확인된 공동이 있는 흉곽내림프절의 결핵,1,1,0,100.0,0.0
15492,2024,2,2024년 02월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 호흡기결핵,1,1,0,100.0,0.0
14756,2024,2,2024년 02월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 결핵성 흉막염,1,1,0,100.0,0.0
15202,2024,2,2024년 02월 01일,2,결핵,척추의 결핵(M49.0*),1,1,0,100.0,0.0
16486,2024,2,2024년 02월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 결핵성 흉막염,1,1,0,100.0,0.0
15148,2024,2,2024년 02월 01일,2,결핵,피부 및 피하조직의 결핵,1,1,0,100.0,0.0
15861,2024,2,2024년 02월 01일,2,결핵,세균학적 및 조직학적으로 확인된 공동이 없거나 상세불명의 상세불명의 호흡기결핵,1,1,0,100.0,0.0
15598,2024,2,2024년 02월 01일,2,결핵,세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵,1,1,0,100.0,0.0
14833,2024,2,2024년 02월 01일,2,결핵,세균학적 및 조직학적으로 확인된 공동이 없거나 상세불명의 기타 호흡기결핵,1,1,0,100.0,0.0
15268,2024,3,2024년 03월 01일,2,결핵,다약제내성 결핵,1,1,0,100.0,0.0
15607,2024,3,2024년 03월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 호흡기결핵,1,1,0,100.0,0.0
15414,2024,3,2024년 03월 01일,2,결핵,기타 부위의 결핵,1,1,0,100.0,0.0
15981,2024,3,2024년 03월 01일,2,결핵,결핵성 수막염(G01*),1,1,0,100.0,0.0
16021,2024,3,2024년 03월 01일,2,결핵,세균학적 및 조직학적으로 확인된 공동이 없거나 상세불명의 상세불명의 호흡기결핵,1,1,0,100.0,0.0
14921,2024,4,2024년 04월 01일,2,결핵,세균학적 및 조직학적으로 확인된 공동이 없거나 상세불명의 상세불명의 호흡기결핵,1,1,0,100.0,0.0
14962,2024,4,2024년 04월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 기타 호흡기결핵,1,1,0,100.0,0.0
16099,2024,4,2024년 04월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 호흡기결핵,1,1,0,100.0,0.0
16601,2024,5,2024년 05월 01일,2,결핵,결핵성 장염(K93.0*),1,1,0,100.0,0.0
15475,2024,5,2024년 05월 01일,2,결핵,"세균학적 및 조직학적으로 확인된 공동이 없거나 상세불명의 후두, 기관 및 기관지의 결핵",1,1,0,100.0,0.0
15348,2024,5,2024년 05월 01일,2,결핵,다약제내성 결핵,1,1,0,100.0,0.0
15829,2024,5,2024년 05월 01일,2,결핵,세균학적 및 조직학적으로 확인된 공동이 없거나 상세불명의 상세불명의 호흡기결핵,1,1,0,100.0,0.0
15086,2024,5,2024년 05월 01일,2,결핵,기타 부위의 결핵,1,1,0,100.0,0.0
15980,2024,6,2024년 06월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 기타 호흡기결핵,1,1,0,100.0,0.0
16222,2024,6,2024년 06월 01일,2,결핵,세균학적 및 조직학적으로 확인된 공동이 없거나 상세불명의 상세불명의 호흡기결핵,1,1,0,100.0,0.0
15744,2024,6,2024년 06월 01일,2,결핵,결핵성 말초림프절병증,1,1,0,100.0,0.0
15334,2024,6,2024년 06월 01일,2,결핵,신장의 결핵(N29.1*),1,1,0,100.0,0.0
5264,2020,1,2020년 01월 01일,2,결핵,상세불명의 수단으로 확인된 공동이 없거나 상세불명의 폐결핵,1,1,0,100.0,0.0
5287,2020,2,2020년 02월 01일,2,결핵,배양 유무에 관계없이 가래 현미경 검사로 확인된 공동이 있는 폐결핵,1,1,0,100.0,0.0
5286,2020,2,2020년 02월 01일,2,결핵,배양 유무에 관계없이 가래 현미경 검사로 확인된 공동이 없거나 상세불명의 폐결핵,1,1,0,100.0,0.0
5302,2020,2,2020년 02월 01일,4,사람유두종바이러스감염증,항문생식기의(성병성) 사마귀,1,1,0,100.0,0.0
5301,2020,2,2020년 02월 01일,4,매칭 없음,톡소포자충눈병증,1,1,0,100.0,0.0
5325,2020,3,2020년 03월 01일,4,사람유두종바이러스감염증,항문생식기의(성병성) 사마귀,1,1,0,100.0,0.0
5314,2020,3,2020년 03월 01일,2,결핵,조직학적으로 확인된 공동이 있는 폐결핵,1,1,0,100.0,0.0
5311,2020,3,2020년 03월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 폐결핵,1,1,0,100.0,0.0
5340,2020,4,2020년 04월 01일,4,임질,눈의 임균감염,1,1,0,100.0,0.0
5335,2020,4,2020년 04월 01일,2,결핵,조직학적으로 확인된 공동이 있는 폐결핵,1,1,0,100.0,0.0
5331,2020,4,2020년 04월 01일,2,결핵,배양만으로 확인된 공동이 없거나 상세불명의 폐결핵,1,1,0,100.0,0.0
5356,2020,5,2020년 05월 01일,2,결핵,배양만으로 확인된 공동이 없거나 상세불명의 폐결핵,1,1,0,100.0,0.0
5364,2020,5,2020년 05월 01일,4,임질,눈의 임균감염,1,1,0,100.0,0.0
5380,2020,6,2020년 06월 01일,2,결핵,세균학적 및 조직학적으로 음성인 공동이 없거나 상세불명의 폐결핵,1,1,0,100.0,0.0
5393,2020,6,2020년 06월 01일,4,장관감염증,클로스트리듐 퍼프린젠스[클로스트리듐 웰치]에 의한 식중독,1,1,0,100.0,0.0
5446,2020,8,2020년 08월 01일,4,매칭 없음,장의 아메바종,1,1,0,100.0,0.0
5442,2020,8,2020년 08월 01일,4,임질,눈의 임균감염,1,1,0,100.0,0.0
5431,2020,8,2020년 08월 01일,2,결핵,상세불명의 수단으로 확인된 공동이 없거나 상세불명의 폐결핵,1,1,0,100.0,0.0
5461,2020,9,2020년 09월 01일,2,결핵,배양 유무에 관계없이 가래 현미경 검사로 확인된 공동이 있는 폐결핵,1,1,0,100.0,0.0
5474,2020,9,2020년 09월 01일,4,임질,눈의 임균감염,1,1,0,100.0,0.0
5464,2020,9,2020년 09월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 폐결핵,1,1,0,100.0,0.0
5499,2020,10,2020년 10월 01일,4,장관감염증,로타바이러스장염,1,1,0,100.0,0.0
5503,2020,10,2020년 10월 01일,4,사람유두종바이러스감염증,항문생식기의(성병성) 사마귀,1,1,0,100.0,0.0
5488,2020,10,2020년 10월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 폐결핵,1,1,0,100.0,0.0
5529,2020,11,2020년 11월 01일,4,매칭 없음,장의 아메바종,1,1,0,100.0,0.0
5540,2020,12,2020년 12월 01일,2,결핵,배양만으로 확인된 공동이 없거나 상세불명의 폐결핵,1,1,0,100.0,0.0
5608,2021,2,2021년 02월 01일,2,결핵,세균학적 및 조직학적 검사를 하지 않은 공동이 없거나 상세불명의 폐결핵,1,1,0,100.0,0.0
5601,2021,2,2021년 02월 01일,2,결핵,배양 유무에 관계없이 가래 현미경 검사로 확인된 폐결핵,1,1,0,100.0,0.0
5618,2021,2,2021년 02월 01일,4,장관감염증,로타바이러스장염,1,1,0,100.0,0.0
5623,2021,2,2021년 02월 01일,4,장관감염증,클로스트리듐 퍼프린젠스[클로스트리듐 웰치]에 의한 식중독,1,1,0,100.0,0.0
5632,2021,3,2021년 03월 01일,2,결핵,배양 유무에 관계없이 가래 현미경 검사로 확인된 공동이 있는 폐결핵,1,1,0,100.0,0.0
5633,2021,3,2021년 03월 01일,2,결핵,배양 유무에 관계없이 가래 현미경 검사로 확인된 폐결핵,1,1,0,100.0,0.0
5634,2021,3,2021년 03월 01일,2,결핵,배양만으로 확인된 공동이 있는 폐결핵,1,1,0,100.0,0.0
5640,2021,3,2021년 03월 01일,2,결핵,세균학적 및 조직학적 검사를 하지 않은 공동이 없거나 상세불명의 폐결핵,1,1,0,100.0,0.0
5686,2021,4,2021년 04월 01일,4,사람유두종바이러스감염증,항문생식기의(성병성) 사마귀,1,1,0,100.0,0.0
5682,2021,4,2021년 04월 01일,4,매칭 없음,장의 아메바종,1,1,0,100.0,0.0
5673,2021,4,2021년 04월 01일,2,결핵,세균학적 및 조직학적 검사를 하지 않은 공동이 없거나 상세불명의 폐결핵,1,1,0,100.0,0.0
5702,2021,5,2021년 05월 01일,2,결핵,세균학적 및 조직학적 검사를 하지 않은 공동이 없거나 상세불명의 폐결핵,1,1,0,100.0,0.0
5696,2021,5,2021년 05월 01일,2,결핵,배양 유무에 관계없이 가래 현미경 검사로 확인된 공동이 있는 폐결핵,1,1,0,100.0,0.0
5748,2021,6,2021년 06월 01일,4,임질,눈의 임균감염,1,1,0,100.0,0.0
5738,2021,6,2021년 06월 01일,2,결핵,세균학적 및 조직학적으로 음성인 공동이 있는 폐결핵,1,1,0,100.0,0.0
5737,2021,6,2021년 06월 01일,2,결핵,세균학적 및 조직학적 검사를 하지 않은 공동이 없거나 상세불명의 폐결핵,1,1,0,100.0,0.0
5733,2021,6,2021년 06월 01일,2,결핵,배양만으로 확인된 공동이 있는 폐결핵,1,1,0,100.0,0.0
5773,2021,7,2021년 07월 01일,2,결핵,세균학적 및 조직학적으로 음성인 공동이 있는 폐결핵,1,1,0,100.0,0.0
5772,2021,7,2021년 07월 01일,2,결핵,세균학적 및 조직학적 검사를 하지 않은 공동이 없거나 상세불명의 폐결핵,1,1,0,100.0,0.0
5768,2021,7,2021년 07월 01일,2,결핵,상세불명의 수단으로 확인된 공동이 없거나 상세불명의 폐결핵,1,1,0,100.0,0.0
5784,2021,7,2021년 07월 01일,4,매칭 없음,기타 명시된 원충성 장질환,1,1,0,100.0,0.0
5785,2021,7,2021년 07월 01일,4,임질,눈의 임균감염,1,1,0,100.0,0.0
5819,2021,8,2021년 08월 01일,4,임질,눈의 임균감염,1,1,0,100.0,0.0
5804,2021,8,2021년 08월 01일,2,결핵,상세불명의 수단으로 확인된 공동이 없거나 상세불명의 폐결핵,1,1,0,100.0,0.0
5803,2021,8,2021년 08월 01일,2,결핵,배양만으로 확인된 공동이 있는 폐결핵,1,1,0,100.0,0.0
5827,2021,8,2021년 08월 01일,4,사람유두종바이러스감염증,항문생식기의(성병성) 사마귀,1,1,0,100.0,0.0
5836,2021,9,2021년 09월 01일,2,결핵,배양만으로 확인된 공동이 없거나 상세불명의 폐결핵,1,1,0,100.0,0.0
5841,2021,9,2021년 09월 01일,2,결핵,세균학적 및 조직학적 검사를 하지 않은 공동이 없거나 상세불명의 폐결핵,1,1,0,100.0,0.0
5852,2021,9,2021년 09월 01일,4,매칭 없음,기타 명시된 원충성 장질환,1,1,0,100.0,0.0
5861,2021,9,2021년 09월 01일,4,매칭 없음,톡소포자충눈병증,1,1,0,100.0,0.0
5853,2021,9,2021년 09월 01일,4,임질,눈의 임균감염,1,1,0,100.0,0.0
5895,2021,10,2021년 10월 01일,4,임질,눈의 임균감염,1,1,0,100.0,0.0
5902,2021,10,2021년 10월 01일,4,사람유두종바이러스감염증,항문생식기의(성병성) 사마귀,1,1,0,100.0,0.0
5876,2021,10,2021년 10월 01일,2,결핵,배양만으로 확인된 공동이 있는 폐결핵,1,1,0,100.0,0.0
5881,2021,10,2021년 10월 01일,2,결핵,세균학적 및 조직학적 검사를 하지 않은 공동이 없거나 상세불명의 폐결핵,1,1,0,100.0,0.0
5916,2021,11,2021년 11월 01일,2,결핵,상세불명의 수단으로 확인된 공동이 없거나 상세불명의 폐결핵,1,1,0,100.0,0.0
5915,2021,11,2021년 11월 01일,2,결핵,배양만으로 확인된 공동이 있는 폐결핵,1,1,0,100.0,0.0
5914,2021,11,2021년 11월 01일,2,결핵,배양만으로 확인된 공동이 없거나 상세불명의 폐결핵,1,1,0,100.0,0.0
5913,2021,11,2021년 11월 01일,2,결핵,배양 유무에 관계없이 가래 현미경 검사로 확인된 공동이 없거나 상세불명의 폐결핵,1,1,0,100.0,0.0
5935,2021,11,2021년 11월 01일,4,임질,눈의 임균감염,1,1,0,100.0,0.0
5940,2021,11,2021년 11월 01일,4,장관감염증,캄필로박터장염,1,1,0,100.0,0.0
5978,2021,12,2021년 12월 01일,4,임질,눈의 임균감염,1,1,0,100.0,0.0
5984,2021,12,2021년 12월 01일,4,장관감염증,캄필로박터장염,1,1,0,100.0,0.0
5961,2021,12,2021년 12월 01일,2,결핵,세균학적 및 조직학적 검사를 하지 않은 공동이 없거나 상세불명의 폐결핵,1,1,0,100.0,0.0
5955,2021,12,2021년 12월 01일,2,결핵,배양만으로 확인된 공동이 있는 폐결핵,1,1,0,100.0,0.0
15669,2024,1,2024년 01월 01일,2,결핵,세균학적 및 조직학적 검사를 하지 않은 공동이 있는 폐결핵,1,1,0,100.0,0.0
15564,2024,1,2024년 01월 01일,2,결핵,조직학적으로 확인된 공동이 없거나 상세불명의 폐결핵,1,1,0,100.0,0.0
15058,2024,1,2024년 01월 01일,2,결핵,세균학적 및 조직학적으로 음성인 공동이 없거나 상세불명의 폐결핵,1,1,0,100.0,0.0
15088,2024,1,2024년 01월 01일,2,결핵,세균학적 및 조직학적으로 음성인 공동이 있는 폐결핵,1,1,0,100.0,0.0
15389,2024,2,2024년 02월 01일,2,결핵,상세불명의 수단으로 확인된 공동이 있는 폐결핵,1,1,0,100.0,0.0
15617,2024,2,2024년 02월 01일,2,결핵,세균학적 및 조직학적으로 음성인 공동이 있는 폐결핵,1,1,0,100.0,0.0
16108,2024,2,2024년 02월 01일,4,매칭 없음,다른 장에서 분류된 질환의 원인으로서의 아데노바이러스,1,1,0,100.0,0.0
16157,2024,3,2024년 03월 01일,2,결핵,상세불명의 수단으로 확인된 공동이 있는 폐결핵,1,1,0,100.0,0.0
16562,2024,3,2024년 03월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 폐결핵,1,1,0,100.0,0.0
14997,2024,3,2024년 03월 01일,2,결핵,세균학적 및 조직학적으로 음성인 공동이 없거나 상세불명의 폐결핵,1,1,0,100.0,0.0
15449,2024,3,2024년 03월 01일,4,장관감염증,로타바이러스장염,1,1,0,100.0,0.0
16257,2024,3,2024년 03월 01일,4,매칭 없음,상세불명의 톡소포자충증,1,1,0,100.0,0.0
